Code,Food name in English,Nom d’aliment en français,Yield factor / Factor de rendement,Source
04_026,"Bean, green, boiled* (without salt), drained","Haricot vert, bouilli* (sans sel), égoutté",0.91,"Bergström, 1994 (Beans, green, boiled)"
04_090,"Cabbage, white, boiled* (as part of a recipe)","Chou, blanc, bouilli* (ingrédient de recette)",0.93,"Bognár, 2002 (White cabbage, stewed)"
04_089,"Cabbage, white, boiled* (without salt), drained","Chou, blanc, bouilli* (sans sel), égoutté",0.98,"Bognár, 2002 (Cabbage, white/red, boiled)"
04_091,"Carrot, boiled* (as part of a recipe)","Carotte, bouillie* (ingrédient de recette)",0.96,"Bognár, 2002 (Carrot, stewed)"
04_007,"Carrot, boiled* (without salt), drained","Carotte, bouillie* (sans sel), égouttée",0.94,"Bognár, 2002 (Carrot, boiled)"
04_092,"Cassava, leaves, fresh, boiled* (as part of a recipe)","Manioc, feuilles, fraîches, bouillies* (ingrédient de recette)",0.94,"Bognár, 2002 (Leafy vegetables, stewed)"
04_028,"Cassava, leaves, fresh, boiled* (without salt), drained","Manioc, feuilles, fraîches, bouillies* (sans sel), égouttées",0.98,"Bognár, 2002 (Leafy vegetables, boiled)"
04_097,"Cocoyam, leaves, fresh, boiled* (as part of a recipe)","Chou caraïbe, feuilles, fraîches, bouillies* (ingrédient de recette)",0.94,"Bognár, 2002 (Leafy vegetables, stewed)"
04_029,"Cocoyam, leaves, fresh, boiled* (without salt), drained","Chou caraïbe, feuilles, fraîches, bouillies* (sans sel), égouttées",0.98,"Bognár, 2002 (Leafy vegetables, boiled)"
04_098,"Cowpea, leaves, fresh, boiled* (as part of a recipe)","Niébé, feuilles, fraîches, bouillies* (ingrédient de recette)",0.94,"Bognár, 2002 (Leafy vegetables, stewed)"
04_030,"Cowpea, leaves, fresh, boiled* (without salt), drained","Niébé, feuilles, fraîches, bouillies* (sans sel), égouttées",0.98,"Bognár, 2002 (Leafy vegetables, boiled)"
04_102,"Eggplant, fruit, boiled* (as part of a recipe)","Aubergine, fruit, bouilli* (ingrédient de recette)",0.8,"Bognár, 2002 (Eggplant, stewed)"
04_034,"Eggplant, fruit, boiled* (without salt), drained","Aubergine, fruit, bouilli* (sans sel), égoutté",0.93,"Bergström, 1994 (Aubergine, boiled)"
04_105,"Eggplant, leaves, fresh, boiled* (as part of a recipe)","Aubergine, feuilles, fraîches, bouillies* (ingrédient de recette)",0.94,"Bognár, 2002 (Leafy vegetables, stewed)"
04_035,"Eggplant, leaves, fresh, boiled* (without salt), drained","Aubergine, feuilles, fraîches, bouillies* (sans sel), égouttées",0.98,"Bognár, 2002 (Leafy vegetables, boiled)"
04_106,"False sesame, leaves, fresh, boiled* (as part of a recipe)","Faux sésame, feuilles, fraîches, bouillies* (ingrédient de recette)",0.94,"Bognár, 2002 (Leafy vegetables, stewed)"
04_037,"False sesame, leaves, fresh, boiled* (without salt), drained","Faux sésame, feuilles, fraîches, bouillies* (sans sel), égouttées",0.98,"Bognár, 2002 (Leafy vegetables, boiled)"
04_132,"Green leafy vegetable, average, fresh, boiled* (without salt), drained","Légumes-feuilles verts, non spécifiés, frais, bouillis* (sans sel), égouttés",0.98,"Bognár, 2002 (Leafy vegetables, boiled)"
04_133,"Green leafy vegetable, average, fresh, boiled* (as part of a recipe)","Légumes-feuilles verts, non spécifiés, frais, bouillis* (ingrédient de recette)",0.94,"Bognár, 2002 (Leafy vegetables, stewed)"
04_100,"Hibiscus cannabinus, leaves, fresh, boiled* (as part of a recipe)","Hibiscus cannabinus, feuilles, fraîches, bouillies* (ingrédient de recette)",0.94,"Bognár, 2002 (Leafy vegetables, stewed)"
04_099,"Hibiscus cannabinus, leaves, fresh, boiled* (without salt), drained","Hibiscus cannabinus, feuilles, fraîches, bouillies* (sans sel), égouttées",0.98,"Bognár, 2002 (Leafy vegetables, boiled)"
04_117,"Hibiscus, leaves, fresh, boiled* (as part of a recipe)","Oseille de Guinée, feuilles, fraîches, bouillies* (ingrédient de recette)",0.94,"Bognár, 2002 (Leafy vegetables, stewed)"
04_056,"Hibiscus, leaves, fresh, boiled* (without salt), drained","Oseille de Guinée, feuilles, fraîches, bouillies* (sans sel), égouttées",0.98,"Bognár, 2002 (Leafy vegetables, boiled)"
04_107,"Jute mallow (bush-okra), leaves, fresh, boiled* (as part of a recipe)","Corète potagère, feuilles, fraîches, bouillies* (ingrédient de recette)",0.94,"Bognár, 2002 (Leafy vegetables, stewed)"
04_039,"Jute mallow (bush-okra), leaves, fresh, boiled* (without salt), drained","Corète potagère, feuilles, fraîches, bouillies* (sans sel), égouttées",0.98,"Bognár, 2002 (Leafy vegetables, boiled)"
04_109,"Maize, seeds, fresh, boiled* (as part of a recipe)","Maïs, grains, frais, bouilli* (ingrédient de recette)",0.96,USDA Yield 928 (Boiled or steamed corn kernels)
04_108,"Maize, seeds, fresh, boiled* (without salt), drained","Maïs, grains, frais, bouilli* (sans sel), égoutté",0.96,USDA Yield 928 (Boiled or steamed corn kernels)
04_101,"Moringa (drumstick), leaves, fresh, boiled* (as part of a recipe)","Moringa (ben oléifère), feuilles, fraîches, bouillies* (ingrédient de recette)",0.94,"Bognár, 2002 (Leafy vegetables, stewed)"
04_033,"Moringa (drumstick), leaves, fresh, boiled* (without salt), drained","Moringa (ben oléifère), feuilles, fraîches, bouillies* (sans sel), égouttées",0.98,"Bognár, 2002 (Leafy vegetables, boiled)"
04_104,"Native eggplant, fruit, boiled* (as part of a recipe)","Aubergine indigène, fruit, bouilli* (ingrédient de recette)",0.8,"Bognár, 2002 (Eggplant, stewed)"
04_103,"Native eggplant, fruit, boiled* (without salt), drained","Aubergine indigène, fruit, bouilli* (sans sel), égoutté",0.93,"Bergström, 1994 (Aubergine, boiled)"
04_110,"Okra, leaves, fresh, boiled* (as part of a recipe)","Gombo, feuilles, fraîches, bouillies* (ingrédient de recette)",0.94,"Bognár, 2002 (Leafy vegetables, stewed)"
04_041,"Okra, leaves, fresh, boiled* (without salt), drained","Gombo, feuilles, fraîches, bouillies* (sans sel), égouttées",0.98,"Bognár, 2002 (Leafy vegetables, boiled)"
04_111,"Okra, fruit, fresh, boiled* (as part of a recipe)","Gombo, fruit, frais, bouilli* (ingrédient de recette)",1.0,"Own measurement (Okra, stewed)"
04_042,"Okra, fruit, fresh, boiled* (without salt), drained","Gombo, fruit, frais, bouilli* (sans sel), égoutté",1.1,"Matthews and Garrison, 1975 (1555 okra, trimmed, whole, boiled or steamed)"
04_112,"Onion, fresh, boiled* (as part of a recipe)","Oignon, frais, bouilli* (ingrédient de recette)",0.82,"Bergström, 1994 (Onions boiled; av.)"
04_043,"Onion, fresh, boiled* (without salt), drained","Oignon, frais, bouilli* (sans sel), égoutté",0.82,"Bergström, 1994 (Onions boiled; av.)"
04_114,"Pepper, sweet, green, fresh, boiled* (as part of a recipe)","Poivron vert, frais, bouilli* (ingrédient de recette)",0.87,"Bergström, 1994 (Pepper, boiled)"
04_050,"Pepper, sweet, green, fresh, boiled* (without salt), drained","Poivron vert, frais, bouilli* (sans sel), égoutté",0.87,"Bergström, 1994 (Pepper, boiled)"
04_113,"Pepper, sweet, red, fresh, boiled* (as part of a recipe)","Poivron rouge, frais, bouilli* (ingrédient de recette)",0.87,"Bergström, 1994 (Pepper, boiled)"
04_048,"Pepper, sweet, red, fresh, boiled* (without salt), drained","Poivron rouge, frais, bouilli* (sans sel), égoutté",0.87,"Bergström, 1994 (Pepper, boiled)"
04_116,"Pumpkin, leaves, fresh, boiled* (as part of a recipe)","Citrouille, feuilles, fraîches, bouillies* (ingrédient de recette)",0.94,"Bognár, 2002 (Leafy vegetables, stewed)"
04_054,"Pumpkin, leaves, fresh, boiled* (without salt), drained","Citrouille, feuilles, fraîches, bouillies* (sans sel), égouttées",1.01,"Matthews and Garrison, 1975 (2126 Pumpkin, leafy tips, steamed)"
04_115,"Pumpkin, squash, light orange flesh, boiled* (as part of a recipe)","Courge, chair orange clair, bouillie* (ingrédient de recette)",1.13,"Bognár, 2002 (Pumpkin/squash, stewed)"
04_052,"Pumpkin, squash, light orange flesh, boiled* (without salt), drained","Courge, chair orange clair, bouillie* (sans sel), égouttée",0.92,"Bognár, 2002 (Pumpkin/squash, boiled)"
04_094,"Sicklepod, leaves, fresh, boiled* (as part of a recipe)","Casse fétide, feuilles, fraîches, bouillies* (ingrédient de recette)",0.94,"Bognár, 2002 (Leafy vegetables, stewed)"
04_093,"Sicklepod, leaves, fresh, boiled* (without salt), drained","Casse fétide, feuilles, fraîches, bouillies* (sans sel), égouttées",0.98,"Bognár, 2002 (Leafy vegetables, boiled)"
04_096,"Spider plant, leaves, fresh, boiled* (as part of a recipe)","Plante-araignée, feuilles, fraîches, bouillies* (ingrédient de recette)",0.94,"Bognár, 2002 (Leafy vegetables, stewed)"
04_095,"Spider plant, leaves, fresh, boiled* (without salt), drained","Plante-araignée, feuilles, fraîches, bouillies* (sans sel), égouttées",0.98,"Bognár, 2002 (Leafy vegetables, boiled)"
04_118,"Spinach, leaves, fresh, boiled* (as part of a recipe)","Épinard, feuilles, fraîches, bouillies* (ingrédient de recette)",0.84,"Bognár, 2002 (Spinach, stewed)"
04_058,"Spinach, leaves, fresh, boiled* (without salt), drained","Épinard, feuilles, fraîches, bouillies* (sans sel), égouttées",0.95,"Bognár, 2002 (Spinach boiled)"
04_121,"Sweet potato, leaves, fresh, boiled* (as part of a recipe)","Patate douce, feuilles, fraîches, bouillies* (ingrédient de recette)",0.94,"Bognár, 2002 (Leafy vegetables, stewed)"
04_060,"Sweet potato, leaves, fresh, boiled* (without salt), drained","Patate douce, feuilles, fraîches, bouillies* (sans sel), égouttées",0.96,"Matthews and Garrison, 1975 (2495 Sweet potatoes tops steamed for 15 minutes)"
04_122,"Tamarind, leaves, fresh, boiled* (as part of a recipe)","Tamarin, feuilles, fraîches, bouillies* (ingrédient de recette)",0.94,"Bognár, 2002 (Leafy vegetables, stewed)"
04_061,"Tamarind, leaves, fresh, boiled* (without salt), drained","Tamarin, feuilles, fraîches, bouillies* (sans sel), égouttées",0.98,"Bognár, 2002 (Leafy vegetables, boiled)"
04_123,"Taro, leaves, fresh, boiled* (as part of a recipe)","Taro, feuilles, fraîches, bouillies* (ingrédient de recette)",0.94,"Bognár, 2002 (Leafy vegetables, stewed)"
04_063,"Taro, leaves, fresh, boiled* (without salt), drained","Taro, feuilles, fraîches, bouillies* (sans sel), égouttées",0.98,"Bognár, 2002 (Leafy vegetables, boiled)"
04_124,"Tomato, red, ripe, boiled* (as part of a recipe)","Tomate, rouge, mûre, bouillie* (ingrédient de recette)",0.78,"Bergström, 1994 (Tomatoes, boiled)"
04_064,"Tomato, red, ripe, boiled* (without salt), drained","Tomate, rouge, mûre, bouillie* (sans sel), égouttée",0.78,"Bergström, 1994 (Tomatoes, boiled)"
04_125,"Turnip, boiled* (as part of a recipe)","Navet, bouilli* (ingrédient de recette)",0.9,"Bergström, 1994 (Turnips, boiled)"
04_069,"Turnip, boiled* (without salt), drained","Navet, bouilli* (sans sel), égoutté",0.9,"Bergström, 1994 (Turnips, boiled)"
04_126,"Vernonia, leaves, bitter, fresh, boiled* (as part of a recipe)","Vernonie, feuilles, amères, fraîches, bouillies* (ingrédient de recette)",0.94,"Bognár, 2002 (Leafy vegetables, stewed)"
04_070,"Vernonia, leaves, bitter, fresh, boiled* (without salt), drained","Vernonie, feuilles, amères, fraîches, bouillies* (sans sel), égouttées",0.98,"Bognár, 2002 (Leafy vegetables, boiled)"
04_128,"Vernonia, leaves, sweet, fresh, boiled* (as part of a recipe)","Vernonie, feuilles, douces, fraîches, bouillies* (ingrédient de recette)",0.94,"Bognár, 2002 (Leafy vegetables, stewed)"
04_127,"Vernonia, leaves, sweet, fresh, boiled* (without salt), drained","Vernonie, feuilles, douces, fraîches, bouillies* (sans sel), égouttées",0.98,"Bognár, 2002 (Leafy vegetables, boiled)"
04_120,"Waterleaf, leaves, fresh, boiled* (as part of a recipe)","Feuille d’eau, feuilles, fraîches, bouillies* (ingrédient de recette)",0.94,"Bognár, 2002 (Leafy vegetables, stewed)"
04_119,"Waterleaf, leaves, fresh, boiled* (without salt), drained","Feuille d’eau, feuilles, fraîches, bouillies* (sans sel), égouttées",0.98,"Bognár, 2002 (Leafy vegetables, boiled)"
04_130,"Wild spinach, leaves, fresh, boiled* (as part of a recipe)","Épinard sauvage, feuilles, fraîches, bouillies* (ingrédient de recette)",0.94,"Bognár, 2002 (Leafy vegetables, stewed)"
04_129,"Wild spinach, leaves, fresh, boiled* (without salt), drained","Épinard sauvage, feuilles, fraîches, bouillies* (sans sel), égouttées",0.98,"Bognár, 2002 (Leafy vegetables, boiled)"
"Meat, poultry and their products/Viande, volaille et produits dérivés",,,,
07_090,"Beef kidney, boiled* (without salt), drained","Rognon de bœuf, bouilli* (sans sel), égoutté",0.63,"Bergström, 1994 (Kidney beef, stewed) "
07_091,"Beef kidney, grilled* (without salt or fat)","Rognon de bœuf, grillé* (sans sel ni graisse)",0.64,"Bergström, 1994 (Kidney beef, roasted) "
07_020,"Beef kidney, stewed* (as part of a recipe)","Rognon de bœuf, mijoté* (ingrédient de recette)",0.63,"Bergström, 1994 (Kidney beef, stewed) "
07_018,"Beef liver, boiled* (without salt), drained","Foie de bœuf, bouilli* (sans sel), égoutté",0.66,"Bergström, 1994 (Liver, beef, boiled) "
07_088,"Beef liver, grilled* (without salt or fat)","Foie de bœuf, grillé* (sans sel ni graisse)",0.81,"Bergström, 1994 (Liver, beef, fried; av.) "
07_089,"Beef liver, stewed* (as part of a recipe)","Foie de bœuf, mijoté* (ingrédient de recette)",0.75,"Bergström, 1994 (Liver, beef, stewed; av.) "
07_015,"Beef meat, fatty, ca. 30% fat, boiled* (without salt), drained","Viande de bœuf, grasse, environ 30% de matière grasse, bouillie* (sans sel), égouttée",0.6,"Bergström, 1994 (Beef, small pieces, boiled, well done)"
07_016,"Beef meat, fatty, ca. 30% fat, grilled* (without salt or fat)","Viande de bœuf, grasse, environ 30% de matière grasse, grillée* (sans sel ni graisse)",0.72,"Bognár, 2002 (Roast beef (Chuck, leg, shoulder, top round), medium, grill, broil, barbecue)"
07_087,"Beef meat, fatty, ca. 30% fat, stewed* (as part of a recipe)","Viande de bœuf, grasse, environ 30% de matière grasse, mijotée* (ingrédient de recette)",0.71,"Bergström, 1994 (Beef, big pieces, braised, medium)"
07_024,"Beef meat, ground, ca. 10% fat, grilled* (without salt or fat)","Viande de bœuf, hachée, environ 10% de matière grasse, grillée* (sans sel ni graisse)",0.72,"Bergström, 1994 (Beef, mince stewed)"
07_134,"Beef meat, ground, ca. 10% fat, stewed* (as part of a recipe)","Viande de bœuf, hachée, environ 10% de matière grasse, mijotée* (ingrédient de recette)",0.72,"Bergström, 1994 (Beef, mince stewed)"
07_010,"Beef meat, lean, ca. 5% fat, boiled* (without salt), drained","Viande de bœuf, maigre, environ 5% de matière grasse, bouillie* (sans sel), égouttée",0.6,"Bergström, 1994 (Beef, small pieces, boiled, well done)"
07_011,"Beef meat, lean, ca. 5% fat, grilled* (without salt or fat)","Viande de bœuf, maigre, environ 5% de matière grasse, grillée* (sans sel ni graisse)",0.72,"Bognár, 2002 (Roast beef (Chuck, leg, shoulder, top round), medium, grill, broil, barbecue)"
07_085,"Beef meat, lean, ca. 5% fat, stewed* (as part of a recipe)","Viande de bœuf, maigre, environ 5% de matière grasse, mijotée* (ingrédient de recette)",0.71,"Bergström, 1994 (Beef, big pieces, braised, medium)"
07_012,"Beef meat, moderately fat, ca. 20% fat, boiled* (without salt), drained","Viande de bœuf, teneur modérée en matière grasse (env. 20%), bouillie* (sans sel), égouttée",0.6,"Bergström, 1994 (Beef, small pieces, boiled, well done)"
07_013,"Beef meat, moderately fat, ca. 20% fat, grilled* (without salt or fat)","Viande de bœuf, teneur modérée en matière grasse (env. 20%), grillée* (sans sel ni graisse)",0.72,"Bognár, 2002 (Roast beef (Chuck, leg, shoulder, top round), medium, grill, broil, barbecue)"
07_086,"Beef meat, moderately fat, ca. 20% fat, stewed* (as part of a recipe)","Viande de bœuf, teneur modérée en matière grasse (env. 20%), mijotée* (ingrédient de recette)",0.71,"Bergström, 1994 (Beef, big pieces, braised, medium)"
07_022,"Beef tripe, boiled* (without salt), drained","Tripes de bœuf, bouillies* (sans sel), égouttées",0.71,"Bergström, 1994 (Tripes, beef, boiled) "
07_133,"Beef tripe, grilled* (without salt or fat)","Tripes de bœuf, grillées* (sans sel ni graisse)",0.71,"Bergström, 1994 (Tripes, beef, boiled) "
07_092,"Beef tripe, stewed* (as part of a recipe)","Tripes de bœuf, mijotées* (ingrédient de recette)",0.71,"Bergström, 1994 (Tripes, beef, boiled) "
07_093,"Camel meat, boiled* (without salt), drained","Viande de chameau, bouillie* (sans sel), égouttée",0.6,"Bergström, 1994 (Beef, small pieces, boiled, well done)"
07_094,"Camel meat, grilled* (without salt or fat)","Viande de chameau, grillée* (sans sel ni graisse)",0.72,"Bognár, 2002 (Roast beef (Chuck, leg, shoulder, top round), medium, grill, broil, barbecue)"
07_095,"Camel meat, stewed* (as part of a recipe)","Viande de chameau, mijotée* (ingrédient de recette)",0.71,"Bergström, 1994 (Beef, big pieces, braised, medium)"
07_106,"Chicken giblets, boiled* (without salt), drained","Poulet, abats, bouillis* (sans sel), égouttés",0.68,"Bergström, 1994 (Chicken, parts, boiled) "
07_107,"Chicken giblets, grilled* (without salt or fat)","Poulet, abats, grillés* (sans sel ni graisse)",0.69,"Bergström, 1994 (Chicken, parts, roasted) "
07_040,"Chicken giblets, stewed* (as part of a recipe)","Poulet, abats, mijotés* (ingrédient de recette)",0.69,"Bergström, 1994 (Chicken, parts, braised) "
07_108,"Chicken liver, boiled* (without salt), drained","Foie de poulet, bouilli* (sans sel), égoutté",0.66,"Bergström, 1994 (Liver, beef, boiled) "
07_109,"Chicken liver, grilled* (without salt or fat)","Foie de poulet, grillé* (sans sel ni graisse)",0.81,"Bergström, 1994 (Liver, beef, fried) "
07_042,"Chicken liver, stewed* (as part of a recipe)","Foie de poulet, mijoté* (ingrédient de recette)",0.75,"Bergström, 1994 (Liver, beef, stewed) "
07_031,"Chicken, dark meat with skin, boiled* (without salt), drained","Poulet, chair brune avec la peau, bouillie* (sans sel), égoutté",0.76,"Bergström, 1994 (Chicken, boiled; av.)"
07_032,"Chicken, dark meat with skin, grilled* (without salt or fat)","Poulet, chair brune avec la peau, grillée* (sans sel ni graisse)",0.78,"Bergström, 1994 (Chicken grilled)"
07_103,"Chicken, dark meat with skin, stewed* (as part of a recipe)","Poulet, chair brune avec la peau, mijotée* (ingrédient de recette)",0.7,"Bergström, 1994 (Chicken, braised; av.)"
07_028,"Chicken, dark meat without skin, boiled* (without salt), drained","Poulet, chair brune sans la peau, bouillie* (sans sel), égoutté",0.76,"Bergström, 1994 (Chicken, boiled; av.)"
07_029,"Chicken, dark meat without skin, grilled* (without salt or fat)","Poulet, chair brune sans la peau, grillée* (sans sel ni graisse)",0.78,"Bergström, 1994 (Chicken grilled)"
07_102,"Chicken, dark meat without skin, stewed* (as part of a recipe)","Poulet, chair brune sans la peau, mijotée* (ingrédient de recette)",0.7,"Bergström, 1994 (Chicken, braised; av.)"
07_037,"Chicken, light meat with skin, boiled* (without salt), drained","Poulet, blanc avec la peau, bouilli* (sans sel), égoutté",0.76,"Bergström, 1994 (Chicken, boiled; av.)"
07_038,"Chicken, light meat with skin, grilled* (without salt or fat)","Poulet, blanc avec la peau, grillé* (sans sel ni graisse)",0.78,"Bergström, 1994 (Chicken grilled)"
07_104,"Chicken, light meat with skin, stewed* (as part of a recipe)","Poulet, blanc avec la peau, mijoté* (ingrédient de recette)",0.7,"Bergström, 1994 (Chicken, braised; av.)"
07_034,"Chicken, light meat without skin, boiled* (without salt), drained","Poulet, blanc sans la peau, bouilli* (sans sel), égoutté",0.76,"Bergström, 1994 (Chicken, boiled; av.)"
07_035,"Chicken, light meat without skin, grilled* (without salt or fat)","Poulet, blanc sans la peau, grillé* (sans sel ni graisse)",0.78,"Bergström, 1994 (Chicken grilled)"
07_105,"Chicken, light meat without skin, stewed* (as part of a recipe)","Poulet, blanc sans la peau, mijoté* (ingrédient de recette)",0.7,"Bergström, 1994 (Chicken, braised; av.)"
07_045,"Crocodile meat, boiled* (without salt), drained","Viande de crocodile, bouillie* (sans sel), égouttée",0.58,"SA10 (Calc. from Crocodile, raw and Crocodile, cooked)"
07_110,"Crocodile meat, grilled* (without salt or fat)","Viande de crocodile, grillée* (sans sel ni graisse)",0.58,"SA10 (Calc. from Crocodile, raw and Crocodile, cooked)"
07_111,"Crocodile meat, stewed* (as part of a recipe)","Viande de crocodile, mijotée* (ingrédient de recette)",0.58,"SA10 (Calc. from Crocodile, raw and Crocodile, cooked)"
07_113,"Goat meat, lean, boiled* (without salt), drained","Viande de chèvre, maigre, bouillie* (sans sel), égouttée",0.67,"Bergström, 1994 (Lamb, brikset, boiled) "
