Code,Food name in English,Nom d’aliment en français,Yield factor / Factor de rendement,Source
07_114,"Goat meat, lean, grilled* (without salt or fat)","Viande de chèvre, maigre, grillée* (sans sel ni graisse)",0.69,"UK6 (Lamb, loin chops, grilled)"
07_115,"Goat meat, lean, stewed* (as part of a recipe)","Viande de chèvre, maigre, mijotée* (ingrédient de recette)",0.57,"Bergström, 1994 (Lamb, big pieces, meat only, braised) "
07_047,"Goat meat, moderately fat, ca. 10% fat, boiled* (without salt), drained","Viande de chèvre, teneur modérée en matière grasse (env. 10%), bouillie* (sans sel), égouttée",0.67,"Bergström, 1994 (Lamb, brikset, boiled) "
07_048,"Goat meat, moderately fat, ca. 10% fat, grilled* (without salt or fat)","Viande de chèvre, teneur modérée en matière grasse (env. 10%), grillée* (sans sel ni graisse)",0.69,"UK6 (Lamb, loin chops, grilled)"
07_112,"Goat meat, moderately fat, ca. 10% fat, stewed* (as part of a recipe)","Viande de chèvre, teneur modérée en matière grasse (env. 10%), mijotée* (ingrédient de recette)",0.57,"Bergström, 1994 (Lamb, big pieces, meat only, braised) "
07_116,"Guinea fowl meat, boiled* (without salt), drained","Viande de pintade, bouillie* (sans sel), égouttée",0.76,"Bergström, 1994 (Chicken, boiled; av.)"
07_117,"Guinea fowl meat, grilled* (without salt or fat)","Viande de pintade, grillée* (sans sel ni graisse)",0.78,"Bergström, 1994 (Chicken grilled)"
07_118,"Guinea fowl meat, stewed* (as part of a recipe)","Viande de pintade, mijotée* (ingrédient de recette)",0.7,"Bergström, 1994 (Chicken, braised; av.)"
07_129,"Lamb brain, boiled* (without salt), drained","Cervelle d’agneau, bouillie* (sans sel), égouttée",0.8,"US23(Calc. from 17185 Lamb, brain raw and 17186 Lamb,brain, simmered)"
07_130,"Lamb brain, grilled* (without salt or fat)","Cervelle d’agneau, grillée* (sans sel ni graisse)",0.8,"US23(Calc. from 17185 Lamb, brain raw and 17186 Lamb,brain, simmered)"
07_052,"Lamb brain, stewed* (as part of a recipe)","Cervelle d’agneau, mijotée* (ingrédient de recette)",0.8,"US23(Calc. from 17185 Lamb, brain raw and 17186 Lamb,brain, simmered)"
07_054,"Lamb liver, boiled* (without salt), drained","Foie d’agneau, bouilli* (sans sel), égoutté",0.66,"Bergström, 1994 (Liver, beef, boiled) "
07_131,"Lamb liver, grilled* (without salt or fat)","Foie d’agneau, grillé* (sans sel ni graisse)",0.81,"Bergström, 1994 (Liver, beef, fried; av.) "
07_132,"Lamb liver, stewed* (as part of a recipe)","Foie d’agneau, mijoté* (ingrédient de recette)",0.75,"Bergström, 1994 (Liver, beef, stewed; av.) "
07_126,"Lamb/mutton meat, lean, ca. 10% fat, boiled* (without salt), drained","Viande d’agneau/mouton, maigre, environ 10% de matière grasse, bouillie* (sans sel), égouttée",0.67,"Bergström, 1994 (Lamb, brikset, boiled) "
07_127,"Lamb/mutton meat, lean, ca. 10% fat, grilled* (without salt or fat)","Viande d’agneau/mouton, maigre, environ 10% de matière grasse, grillée* (sans sel ni graisse)",0.69,"UK6 (Lamb, loin chops, grilled)"
07_128,"Lamb/mutton meat, lean, ca. 10% fat, stewed* (as part of a recipe)","Viande d’agneau/mouton, maigre, environ 10% de matière grasse, mijotée* (ingrédient de recette)",0.63,"Bergström, 1994 (Lamb, big pieces with bones, braised)"
07_049,"Lamb/mutton meat, moderately fat, ca. 20% fat, boiled* (without salt), drained","Viande d’agneau/mouton, teneur modérée en matière grasse (env. 20%), bouillie* (sans sel), égouttée",0.67,"Bergström, 1994 (Lamb, brikset, boiled) "
07_050,"Lamb/mutton meat, moderately fat, ca. 20% fat, grilled* (without salt or fat)","Viande d’agneau/mouton, teneur modérée en matière grasse (env. 20%), grillée* (sans sel ni graisse)",0.69,"UK6 (Lamb, loin chops, grilled)"
07_125,"Lamb/mutton meat, moderately fat, ca. 20% fat, stewed* (as part of a recipe)","Viande d’agneau/mouton, teneur modérée en matière grasse (env. 20%), mijotée* (ingrédient de recette)",0.63,"Bergström, 1994 (Lamb, big pieces with bones, braised)"
07_099,"Ostrich meat, boiled* (without salt), drained","Viande d’autruche, bouillie* (sans sel), égouttée",0.76,"Bergström, 1994 (Chicken, boiled; av.)"
07_100,"Ostrich meat, grilled* (without salt or fat)","Viande d’autruche, grillée* (sans sel ni graisse)",0.78,"Bergström, 1994 (Chicken grilled)"
07_101,"Ostrich meat, stewed* (as part of a recipe)","Viande d’autruche, mijotée* (ingrédient de recette)",0.7,"Bergström, 1994 (Chicken, braised; av.)"
07_059,"Pork meat, fatty, ca. 40% fat, boiled* (without salt), drained","Viande de porc, grasse, environ 40% de matière grasse, bouillie* (sans sel), égouttée",0.65,"Bergström, 1994 (Pork, pig pieces, boiled, steamed)"
07_060,"Pork meat, fatty, ca. 40% fat, grilled* (without salt or fat)","Viande de porc, grasse, environ 40% de matière grasse, grillée* (sans sel ni graisse)",0.7,"Bergström, 1994 (Pork, grilled, av.)"
07_123,"Pork meat, fatty, ca. 40% fat, stewed* (as part of a recipe)","Viande de porc, grasse, environ 40% de matière grasse, mijotée* (ingrédient de recette)",0.65,"Bergström, 1994 (Pork, fat, small pieces, braised)"
07_119,"Pork meat, lean, ca. 10% fat, boiled* (without salt), drained","Viande de porc, maigre, environ 10% de matière grasse, bouillie* (sans sel), égouttée",0.65,"Bergström, 1994 (Pork, big pieces, boiled, steamed)"
07_120,"Pork meat, lean, ca. 10% fat, grilled* (without salt or fat)","Viande de porc, maigre, environ 10% de matière grasse, grillée* (sans sel ni graisse)",0.7,"Bergström, 1994 (Pork, grilled, av.)"
07_121,"Pork meat, lean, ca. 10% fat, stewed* (as part of a recipe)","Viande de porc, maigre, environ 10% de matière grasse, mijotée* (ingrédient de recette)",0.75,"Bergström, 1994 (Pork, fillet, steak, braised)"
07_057,"Pork meat, moderately fat, ca. 20% fat, boiled* (without salt), drained","Viande de porc, teneur modérée en matière grasse (env. 20%), bouillie* (sans sel), égouttée",0.65,"Bergström, 1994 (Pork, pig pieces, boiled, steamed)"
07_058,"Pork meat, moderately fat, ca. 20% fat, grilled* (without salt or fat)","Viande de porc, teneur modérée en matière grasse (env. 20%), grillée* (sans sel ni graisse)",0.7,"Bergström, 1994 (Pork, grilled, av.)"
07_122,"Pork meat, moderately fat, ca. 20% fat, stewed* (as part of a recipe)","Viande de porc, teneur modérée en matière grasse (env. 20%), mijotée* (ingrédient de recette)",0.65,"Bergström, 1994 (Pork, fat, small pieces, braised)"
07_124,"Rabbit meat, boiled* (without salt), drained","Viande de lapin, bouillie* (sans sel), égouttée",0.69,"Bergström, 1994 (Rabbit, stewed)"
07_062,"Rabbit meat, grilled* (without salt or fat)","Viande de lapin, grillée* (sans sel ni graisse)",0.69,"UK6 (Lamb, loin chops, grilled)"
07_061,"Rabbit meat, stewed* (as part of a recipe)","Viande de lapin, mijotée* (ingrédient de recette)",0.69,"Bergström, 1994 (Rabbit, stewed)"
07_096,"Springbok meat, boiled* (without salt), drained","Viande de springbok, bouillie* (sans sel), égouttée",0.6,"Bergström, 1994 (Beef, small pieces, boiled, well done)"
07_097,"Springbok meat, grilled* (without salt or fat)","Viande de springbok, grillée* (sans sel ni graisse)",0.72,"Bognár, 2002 (Roast beef (Chuck, leg, shoulder, top round), medium, grill, broil, barbecue)"
07_098,"Springbok meat, stewed* (as part of a recipe)","Viande de springbok, mijotée* (ingrédient de recette)",0.71,"Bergström, 1994 (Beef, big pieces, braised, medium)"
Eggs and their products/Œufs et produits dérivés,,,,
08_002,"Egg, chicken, boiled* (without salt)","Œuf, poule, bouilli* (sans sel)",1.0,"Bergström, 1994 (Egg, with shell, boiled)"
08_010,"Egg, chicken, local breed, boiled* (without salt)","Œuf, poule, race locale, bouilli* (sans sel)",1.0,"Bergström, 1994 (Egg, with shell, boiled)"
08_014,"Egg, duck, boiled* (without salt)","Œuf, canne, bouilli* (sans sel)",1.0,"Bergström, 1994 (Egg, with shell, boiled)"
08_013,"Egg, guinea fowl, boiled* (without salt)","Œuf, pintade, bouilli* (sans sel)",1.0,"Bergström, 1994 (Egg, with shell, boiled)"
08_011,"Egg, quail, boiled* (without salt)","Œuf, caille, bouilli* (sans sel)",1.0,"Bergström, 1994 (Egg, with shell, boiled)"
08_012,"Egg, turkey, boiled* (without salt)","Œuf, dinde, bouilli* (sans sel)",1.0,"Bergström, 1994 (Egg, with shell, boiled)"
Fish and its products/Poisson et produits dérivés,,,,
09_061,"African carp, fillet, boiled* (as part of a recipe)","Carpe d’Afrique, filet, bouilli* (ingrédient de recette)",0.83,"uFish (own estimation, av. boiled/poached/steamed fish filet)"
09_009,"African carp, fillet, grilled* (without salt or fat)","Carpe d’Afrique, filet, grillé* (sans sel ni graisse)",0.69,"Bergström, 1994 (Fish, grilled, average)"
09_008,"African carp, fillet, steamed* (without salt)","Carpe d’Afrique, filet, cuit à la vapeur* (sans sel)",0.83,"uFish (own estimation, av. boiled/poached/steamed fish filet)"
09_062,"Anchovy, fillet, boiled* (as part of a recipe)","Anchois, filet, bouilli* (ingrédient de recette)",0.83,"uFish (own estimation, av. boiled/poached/steamed fish filet)"
09_011,"Anchovy, fillet, grilled* (without salt or fat)","Anchois, filet, grillé* (sans sel ni graisse)",0.69,"Bergström, 1994 (Fish, grilled, average)"
09_010,"Anchovy, fillet, steamed* (without salt)","Anchois, filet, cuit à la vapeur* (sans sel)",0.83,"uFish (own estimation, av. boiled/poached/steamed fish filet)"
09_068,"Atlantic cod (Northeast Atlantic), fillet, boiled* (as part of a recipe)","Morue de l’Atlantique Nord-Est, filet, bouilli* (ingrédient de recette)",0.82,uFish (091110)
09_067,"Atlantic cod (Northeast Atlantic), fillet, grilled* (without salt or fat)","Morue de l’Atlantique Nord-Est, filet, grillé* (sans sel ni graisse)",0.75,uFish (091232)
09_066,"Atlantic cod (Northeast Atlantic), fillet, steamed* (without salt)","Morue de l’Atlantique Nord-Est, filet, cuit à la vapeur* (sans sel)",0.82,uFish (091110)
09_072,"Atlantic horse mackerel, wild, fillet without skin, boiled* (as part of a recipe)","Chinchard atlantique, sauvage, filet sans peau, bouilli* (ingrédient de recette)",0.7,uFish (091125)
09_071,"Atlantic horse mackerel, wild, fillet without skin, grilled* (without salt or fat)","Chinchard atlantique, sauvage, filet sans peau, grillé* (sans sel ni graisse)",0.8,uFish (091247)
09_070,"Atlantic horse mackerel, wild, fillet without skin, steamed* (without salt)","Chinchard atlantique, sauvage, filet sans peau, cuit à la vapeur* (sans sel)",0.7,uFish (091125)
09_063,"Barracuda, fillet, boiled* (as part of a recipe)","Barracuda, filet, bouilli* (ingrédient de recette)",0.83,"uFish (own estimation, av. boiled/poached/steamed fish filet)"
09_014,"Barracuda, fillet, grilled* (without salt or fat)","Barracuda, filet, grillé* (sans sel ni graisse)",0.69,"Bergström, 1994 (Fish, grilled, average)"
09_013,"Barracuda, fillet, steamed* (without salt)","Barracuda, filet, cuit à la vapeur* (sans sel)",0.83,"uFish (own estimation, av. boiled/poached/steamed fish filet)"
09_064,"Bayad, fillet, boiled* (as part of a recipe)","Bayad, filet, bouilli* (ingrédient de recette)",0.83,"uFish (own estimation, av. boiled/poached/steamed fish filet)"
09_017,"Bayad, fillet, grilled* (without salt or fat)","Bayad, filet, grillé* (sans sel ni graisse)",0.69,"Bergström, 1994 (Fish, grilled, average)"
09_016,"Bayad, fillet, steamed* (without salt)","Bayad, filet, cuit à la vapeur* (sans sel)",0.83,"uFish (own estimation, av. boiled/poached/steamed fish filet)"
09_065,"Carp, fillet, boiled* (as part of a recipe)","Carpe, filet, bouilli* (ingrédient de recette)",0.83,"uFish (own estimation, av. boiled/poached/steamed fish filet)"
09_023,"Carp, fillet, grilled* (without salt or fat)","Carpe, filet, grillé* (sans sel ni graisse)",0.69,"Bergström, 1994 (Fish, grilled, average)"
09_022,"Carp, fillet, steamed* (without salt)","Carpe, filet, cuit à la vapeur* (sans sel)",0.83,"uFish (own estimation, av. boiled/poached/steamed fish filet)"
09_108,"Catfish, fillet, boiled* (as part of a recipe)","Poisson-chat, filet, bouilli* (ingrédient de recette)",0.83,"uFish (own estimation, av. boiled/poached/steamed fish filet)"
09_020,"Catfish, fillet, grilled* (without salt or fat)","Poisson-chat, filet, grillé* (sans sel ni graisse)",0.69,"Bergström, 1994 (Fish, grilled, average)"
09_019,"Catfish, fillet, steamed* (without salt)","Poisson-chat, filet, cuit à la vapeur* (sans sel)",0.83,"uFish (own estimation, av. boiled/poached/steamed fish filet)"
09_098,"Crab, flesh (body and claw), boiled* (as part of a recipe)","Crabe, chair (corps et pinces), bouilli* (ingrédient de recette)",0.87,uFish (092051)
09_097,"Crab, flesh (body and claw), grilled* (without salt or fat)","Crabe, chair (corps et pinces), grillé* (sans sel ni graisse)",0.86,uFish (092141)
09_096,"Crab, flesh (body and claw), steamed* (without salt)","Crabe, chair (corps et pinces), cuit à la vapeur* (sans sel)",0.87,uFish (092051)
09_069,"Mackerel, fillet, boiled* (as part of a recipe)","Maquereau, filet, bouilli* (ingrédient de recette)",0.7,uFish (091125)
09_025,"Mackerel, fillet, grilled* (without salt or fat)","Maquereau, filet, grillé* (sans sel ni graisse)",0.8,uFish (091247)
09_024,"Mackerel, fillet, steamed* (without salt)","Maquereau, filet, cuit à la vapeur* (sans sel)",0.7,uFish (091125)
09_075,"Mahi mahi, fillet, boiled* (as part of a recipe)","Mahi mahi, filet, bouilli* (ingrédient de recette)",0.83,"uFish (own estimation, av. boiled/poached/steamed fish filet)"
09_074,"Mahi mahi, fillet, grilled* (without salt or fat)","Mahi mahi, filet, grillé* (sans sel ni graisse)",0.69,"Bergström, 1994 (Fish, grilled, average)"
09_073,"Mahi mahi, fillet, steamed* (without salt)","Mahi mahi, filet, cuit à la vapeur* (sans sel)",0.83,"uFish (own estimation, av. boiled/poached/steamed fish filet)"
09_078,"Mola carplet, small whole fish, viscera, fins and scales removed, boiled* (as part of a recipe)","Mola carplet, petit poisson entier, vidé et écaillé, bouilli* (ingrédient de recette)",0.83,"uFish (own estimation, av. boiled/poached/steamed fish filet)"
09_077,"Mola carplet, small whole fish, viscera, fins and scales removed, grilled* (without salt or fat)","Mola carplet, petit poisson entier, vidé et écaillé, grillé* (sans sel ni graisse)",0.69,"Bergström, 1994 (Fish, grilled, average)"
09_076,"Mola carplet, small whole fish, viscera, fins and scales removed, steamed* (without salt)","Mola carplet, petit poisson entier, vidé et écaillé, cuit à la vapeur* (sans sel)",0.83,"uFish (own estimation, av. boiled/poached/steamed fish filet)"
09_079,"Mormyrid, fillet, boiled* (as part of a recipe)","Mormiridé, filet, bouilli* (ingrédient de recette)",0.83,"uFish (own estimation, av. boiled/poached/steamed fish filet)"
09_028,"Mormyrid, fillet, grilled* (without salt or fat)","Mormiridé, filet, grillé* (sans sel ni graisse)",0.69,"Bergström, 1994 (Fish, grilled, average)"
09_027,"Mormyrid, fillet, steamed* (without salt)","Mormiridé, filet, cuit à la vapeur* (sans sel)",0.83,"uFish (own estimation, av. boiled/poached/steamed fish filet)"
09_085,"Mullet, fillet, boiled* (as part of a recipe)","Mulet, filet, bouilli* (ingrédient de recette)",0.83,"uFish (own estimation, av. boiled/poached/steamed fish filet)"
09_084,"Mullet, fillet, grilled* (without salt or fat)","Mulet, filet, grillé* (sans sel ni graisse)",0.69,"Bergström, 1994 (Fish, grilled, average)"
09_083,"Mullet, fillet, steamed* (without salt)","Mulet, filet, cuit à la vapeur* (sans sel)",0.83,"uFish (own estimation, av. boiled/poached/steamed fish filet)"
09_082,"North African catfish, fillet, boiled* (as part of a recipe)","Poisson-chat d’Afrique du Nord, filet, bouilli* (ingrédient de recette)",0.83,"uFish (own estimation, av. boiled/poached/steamed fish filet)"
09_081,"North African catfish, fillet, grilled* (without salt or fat)","Poisson-chat d’Afrique du Nord, filet, grillé* (sans sel ni graisse)",0.69,"Bergström, 1994 (Fish, grilled, average)"
09_080,"North African catfish, fillet, steamed* (without salt)","Poisson-chat d’Afrique du Nord, filet, cuit à la vapeur* (sans sel)",0.83,"uFish (own estimation, av. boiled/poached/steamed fish filet)"
09_086,"Perch, Nile, fillet, boiled* (as part of a recipe)","Perche du Nil, filet, bouilli* (ingrédient de recette)",0.83,"uFish (own estimation, av. boiled/poached/steamed fish filet)"
09_034,"Perch, Nile, fillet, grilled* (without salt or fat)","Perche du Nil, filet, grillé* (sans sel ni graisse)",0.69,"Bergström, 1994 (Fish, grilled, average)"
09_033,"Perch, Nile, fillet, steamed* (without salt)","Perche du Nil, filet, cuit à la vapeur* (sans sel)",0.83,"uFish (own estimation, av. boiled/poached/steamed fish filet)"
09_087,"Sardine, fillet, boiled* (as part of a recipe)","Sardine, filet, bouilli* (ingrédient de recette)",0.83,"uFish (own estimation, av. boiled/poached/steamed fish filet)"
09_036,"Sardine, fillet, grilled* (without salt or fat)","Sardine, filet, grillé* (sans sel ni graisse)",0.69,"Bergström, 1994 (Fish, grilled, average)"
09_035,"Sardine, fillet, steamed* (without salt)","Sardine, filet, cuit à la vapeur* (sans sel)",0.83,"uFish (own estimation, av. boiled/poached/steamed fish filet)"
09_101,"Sea snail/whelk, boiled* (as part of a recipe)","Escargot de mer/bulot, bouilli* (ingrédient de recette)",0.83,"uFish (own estimation, av. boiled/poached/steamed fish filet)"
09_100,"Sea snail/whelk, grilled* (without salt or fat)","Escargot de mer/bulot, grillé* (sans sel ni graisse)",0.69,"Bergström, 1994 (Fish, grilled, average)"
09_099,"Sea snail/whelk, steamed* (without salt)","Escargot de mer/bulot, cuit à la vapeur* (sans sel)",0.83,"uFish (own estimation, av. boiled/poached/steamed fish filet)"
09_088,"Shiny-nose, fillet, boiled* (as part of a recipe)","Capitaine de mer, filet, bouilli* (ingrédient de recette)",0.83,"uFish (own estimation, av. boiled/poached/steamed fish filet)"
09_040,"Shiny-nose, fillet, grilled* (without salt or fat)","Capitaine de mer, filet, grillé* (sans sel ni graisse)",0.69,"Bergström, 1994 (Fish, grilled, average)"
09_039,"Shiny-nose, fillet, steamed* (without salt)","Capitaine de mer, filet, cuit à la vapeur* (sans sel)",0.83,"uFish (own estimation, av. boiled/poached/steamed fish filet)"
09_104,"Shrimp, palaemonid, flesh, boiled* (as part of a recipe)","Crevette, palaemonidae, chair, bouillie* (ingrédient de recette)",0.83,uFish (092042)
09_103,"Shrimp, palaemonid, flesh, grilled* (without salt or fat)","Crevette, palaemonidae, chair, grillée* (sans sel ni graisse)",0.86,uFish (092118)
09_102,"Shrimp, palaemonid, flesh, steamed* (without salt)","Crevette, palaemonidae, chair, cuite à la vapeur* (sans sel)",0.83,uFish (092042)
09_107,"Shrimp, penaeid, flesh, boiled* (as part of a recipe)","Crevette, penaeidae, chair, bouillie* (ingrédient de recette)",0.83,uFish (092103)
09_106,"Shrimp, penaeid, flesh, grilled* (without salt or fat)","Crevette, penaeidae, chair, grillée* (sans sel ni graisse)",0.86,uFish (092141)
09_105,"Shrimp, penaeid, flesh, steamed* (without salt)","Crevette, penaeidae, chair, cuite à la vapeur* (sans sel)",0.83,uFish (092065)
09_089,"Tilapia, fillet, boiled* (as part of a recipe)","Tilapia, filet, bouilli* (ingrédient de recette)",0.87,uFish (091128)
09_043,"Tilapia, fillet, grilled* (without salt or fat)","Tilapia, filet, grillé* (sans sel ni graisse)",0.79,uFish (091189)
09_042,"Tilapia, fillet, steamed* (without salt)","Tilapia, filet, cuit à la vapeur* (sans sel)",0.87,uFish (091067)
09_092,"Tuna, fillet, boiled* (as part of a recipe)","Thon, filet, bouilli* (ingrédient de recette)",0.8,"Bergström, 1994 (Tuna, boiled)"
09_091,"Tuna, fillet, grilled* (without salt or fat)","Thon, filet, grillé* (sans sel ni graisse)",0.74,"Bergström, 1994 (Tuna, baked in oven)"
09_090,"Tuna, fillet, steamed* (without salt)","Thon, filet, cuit à la vapeur* (sans sel)",0.8,"Bergström, 1994 (Tuna, boiled)"
09_095,"Venus clams, flesh, boiled* (as part of a recipe)","Palourde vénus, chair, bouillie* (ingrédient de recette)",0.63,uFish (093060)
09_094,"Venus clams, flesh, steamed* (without salt)","Palourde vénus, chair, cuite à la vapeur* (sans sel)",0.63,uFish (093060)
09_093,"White grouper, fillet, boiled* (as part of a recipe)","Mérou blanc, filet, bouilli* (ingrédient de recette)",0.83,"uFish (own estimation, av. boiled/poached/steamed fish filet)"
09_047,"White grouper, fillet, grilled* (without salt or fat)","Mérou blanc, filet, grillé* (sans sel ni graisse)",0.69,"Bergström, 1994 (Fish, grilled, average)"
09_046,"White grouper, fillet, steamed* (without salt)","Mérou blanc, filet, cuit à la vapeur* (sans sel)",0.83,"uFish (own estimation, av. boiled/poached/steamed fish filet)"
